web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627321765-11748","http://ufcstats.com/statistics/fighters?char=d&page=all","Rodolfo Marques","Diniz","","5' 6""","135 lbs.","--","","23","9","1",""
"1627321765-11761","http://ufcstats.com/statistics/fighters?char=d&page=all","Mike","Dolce","Skull Cracker","5' 11""","185 lbs.","--","","5","10","0",""
"1627321765-11701","http://ufcstats.com/statistics/fighters?char=d&page=all","Crezio","de Souza","","--","170 lbs.","--","Orthodox","1","2","0",""
"1627321765-11674","http://ufcstats.com/statistics/fighters?char=d&page=all","Lemont","Davis","","5' 8""","170 lbs.","--","Orthodox","2","6","0",""
"1627321765-11782","http://ufcstats.com/statistics/fighters?char=d&page=all","Derek","Downey","","6' 1""","185 lbs.","--","Orthodox","11","4","0",""
"1627321765-11689","http://ufcstats.com/statistics/fighters?char=d&page=all","Chris","de la Rocha","","6' 3""","250 lbs.","80.0""","Orthodox","5","3","0",""
"1627321765-11755","http://ufcstats.com/statistics/fighters?char=d&page=all","Drew","Dober","","5' 8""","155 lbs.","70.0""","Southpaw","23","11","0",""
"1627321765-11668","http://ufcstats.com/statistics/fighters?char=d&page=all","Chris","Daukaus","","6' 3""","250 lbs.","76.0""","Orthodox","11","3","0",""
"1627321765-11656","http://ufcstats.com/statistics/fighters?char=d&page=all","Danaa","Batgerel","Storm","5' 7""","135 lbs.","70.0""","Orthodox","9","2","0",""
"1627321765-11772","http://ufcstats.com/statistics/fighters?char=d&page=all","Geronimo","dos Santos","Mondragon","6' 3""","264 lbs.","--","Orthodox","39","19","0",""
"1627321765-11754","http://ufcstats.com/statistics/fighters?char=d&page=all","Russell","Doane","","5' 7""","135 lbs.","70.0""","Orthodox","15","8","0",""
"1627321765-11798","http://ufcstats.com/statistics/fighters?char=d&page=all","Jessamyn","Duke","The Gun","5' 11""","135 lbs.","73.0""","Orthodox","3","5","0",""
"1627321765-11706","http://ufcstats.com/statistics/fighters?char=d&page=all","Humberto","DeLeon","","--","135 lbs.","--","","7","7","0",""
"1627321765-11699","http://ufcstats.com/statistics/fighters?char=d&page=all","Gloria","de Paula","Glorinha","5' 5""","115 lbs.","67.0""","Orthodox","5","3","0",""
"1627321765-11791","http://ufcstats.com/statistics/fighters?char=d&page=all","Antonio","Duarte","Tigre","5' 7""","135 lbs.","--","","19","7","0",""
"1627321765-11671","http://ufcstats.com/statistics/fighters?char=d&page=all","Marcus","Davis","The Irish Hand Grenade","5' 10""","170 lbs.","70.0""","Southpaw","22","11","0",""
"1627321765-11784","http://ufcstats.com/statistics/fighters?char=d&page=all","Edson","Drago","","6' 4""","220 lbs.","--","Orthodox","11","7","0",""
"1627321765-11713","http://ufcstats.com/statistics/fighters?char=d&page=all","Jason","DeLucia","","5' 11""","190 lbs.","--","Southpaw","33","21","1",""
"1627321765-11694","http://ufcstats.com/statistics/fighters?char=d&page=all","Edilberto","de Oliveira","Crocota","6' 0""","170 lbs.","--","Orthodox","29","15","2",""
"1627321765-11750","http://ufcstats.com/statistics/fighters?char=d&page=all","Rico","DiSciullo","","5' 8""","135 lbs.","--","Orthodox","9","2","0",""
"1627321765-11767","http://ufcstats.com/statistics/fighters?char=d&page=all","John","Donaldson","J.T.","5' 8""","145 lbs.","--","","2","2","0",""
"1627321765-11768","http://ufcstats.com/statistics/fighters?char=d&page=all","Cody","Donovan","Donnybrook","6' 3""","205 lbs.","74.0""","Orthodox","8","5","0",""
"1627321765-11813","http://ufcstats.com/statistics/fighters?char=d&page=all","Matt","Dwyer","","6' 4""","170 lbs.","76.0""","Orthodox","9","4","0",""
