web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322453-12911","http://ufcstats.com/statistics/fighters?char=m&page=all","Brandon","Magana","","--","170 lbs.","--","Orthodox","6","2","0",""
"1627322453-13047","http://ufcstats.com/statistics/fighters?char=m&page=all","Tim","McKenzie","","6' 0""","185 lbs.","74.0""","Orthodox","14","9","0",""
"1627322453-12984","http://ufcstats.com/statistics/fighters?char=m&page=all","Roque","Martinez","","5' 10""","250 lbs.","72.0""","Orthodox","15","8","2",""
"1627322453-13177","http://ufcstats.com/statistics/fighters?char=m&page=all","Dustin","Moore","","5' 4""","125 lbs.","--","","0","2","0",""
"1627322453-13092","http://ufcstats.com/statistics/fighters?char=m&page=all","Jeremiah","Metcalf","","6' 1""","185 lbs.","--","Orthodox","13","7","0",""
"1627322453-13108","http://ufcstats.com/statistics/fighters?char=m&page=all","Curtis","Millender","Curtious","6' 2""","170 lbs.","76.0""","Orthodox","17","5","0",""
"1627322453-13096","http://ufcstats.com/statistics/fighters?char=m&page=all","Brandon","Michaels","","5' 9""","185 lbs.","--","","4","14","0",""
"1627322453-13143","http://ufcstats.com/statistics/fighters?char=m&page=all","Roman","Mitichyan","","5' 10""","170 lbs.","--","Orthodox","8","3","0",""
"1627322453-13227","http://ufcstats.com/statistics/fighters?char=m&page=all","Pedro","Munhoz","The Young Punisher","5' 6""","135 lbs.","65.0""","Orthodox","19","5","0",""
"1627322453-13082","http://ufcstats.com/statistics/fighters?char=m&page=all","Luis","Mendoza","","--","155 lbs.","--","","0","1","0",""
"1627322453-13068","http://ufcstats.com/statistics/fighters?char=m&page=all","Derrick","Mehmen","Caveman","6' 4""","205 lbs.","--","","19","9","0",""
"1627322453-12923","http://ufcstats.com/statistics/fighters?char=m&page=all","Demian","Maia","","6' 1""","170 lbs.","72.0""","Southpaw","28","11","0",""
"1627322453-13001","http://ufcstats.com/statistics/fighters?char=m&page=all","Jake","Matthews","The Celtic Kid","5' 11""","170 lbs.","73.0""","Orthodox","17","5","0",""
"1627322453-13180","http://ufcstats.com/statistics/fighters?char=m&page=all","Marlon","Moraes","Magic","5' 6""","135 lbs.","67.0""","Orthodox","23","8","1",""
"1627322453-13111","http://ufcstats.com/statistics/fighters?char=m&page=all","Dan","Miller","","6' 1""","185 lbs.","74.0""","Orthodox","14","8","0",""
"1627322453-13140","http://ufcstats.com/statistics/fighters?char=m&page=all","Clay","Mitchell","","6' 2""","185 lbs.","--","","1","2","0",""
"1627322453-13182","http://ufcstats.com/statistics/fighters?char=m&page=all","John","Moraga","","5' 6""","125 lbs.","66.0""","Orthodox","19","7","0",""
"1627322453-13124","http://ufcstats.com/statistics/fighters?char=m&page=all","Mike","Minniger","","--","--","--","","0","0","0",""
"1627322453-12989","http://ufcstats.com/statistics/fighters?char=m&page=all","Bristol","Marunde","","6' 1""","170 lbs.","75.0""","Orthodox","16","10","0",""
"1627322453-12890","http://ufcstats.com/statistics/fighters?char=m&page=all","Ryan","MacDonald","Main Event","5' 11""","135 lbs.","71.0""","Switch","10","2","0",""
"1627322453-12953","http://ufcstats.com/statistics/fighters?char=m&page=all","Rory","Markham","","6' 0""","170 lbs.","71.0""","Orthodox","17","6","0",""
