web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322218-12522","http://ufcstats.com/statistics/fighters?char=j&page=all","Taylor","Johnson","Tombstone","6' 0""","185 lbs.","74.0""","Switch","5","1","0",""
"1627322218-12491","http://ufcstats.com/statistics/fighters?char=j&page=all","Bubba","Jenkins","The Highlight Kid","5' 7""","145 lbs.","--","","11","4","0",""
"1627322218-12568","http://ufcstats.com/statistics/fighters?char=j&page=all","Myles","Jury","Fury","5' 10""","145 lbs.","73.0""","Orthodox","17","4","0",""
"1627322218-12515","http://ufcstats.com/statistics/fighters?char=j&page=all","Michael","Johnson","The Menace","5' 10""","155 lbs.","73.0""","Southpaw","20","17","0",""
"1627322218-12508","http://ufcstats.com/statistics/fighters?char=j&page=all","DaMarques","Johnson","Darkness","6' 1""","170 lbs.","75.0""","Orthodox","15","15","0",""
"1627322218-12488","http://ufcstats.com/statistics/fighters?char=j&page=all","Joanna","Jedrzejczyk","","5' 6""","115 lbs.","65.0""","Orthodox","16","4","0",""
"1627322218-12502","http://ufcstats.com/statistics/fighters?char=j&page=all","Sung Bin","Jo","Korean Falcon","6' 0""","145 lbs.","72.0""","Orthodox","9","1","0",""
"1627322218-12469","http://ufcstats.com/statistics/fighters?char=j&page=all","Jason","Jackson","Jah-Son","6' 1""","170 lbs.","78.0""","Orthodox","7","2","0",""
"1627322218-12534","http://ufcstats.com/statistics/fighters?char=j&page=all","Tito","Jones","","5' 8""","145 lbs.","--","Southpaw","11","8","0",""
"1627322218-12510","http://ufcstats.com/statistics/fighters?char=j&page=all","Travis","Johnson","","--","205 lbs.","--","","0","1","0",""
"1627322218-12476","http://ufcstats.com/statistics/fighters?char=j&page=all","Ryan","Janes","","6' 3""","185 lbs.","76.0""","Orthodox","10","3","0",""
"1627322218-12466","http://ufcstats.com/statistics/fighters?char=j&page=all","Damon","Jackson","The Leech","5' 11""","145 lbs.","71.0""","Switch","18","4","1",""
"1627322218-12556","http://ufcstats.com/statistics/fighters?char=j&page=all","Charles","Jourdain","Air","5' 9""","145 lbs.","69.0""","Switch","11","3","1",""
"1627322218-12486","http://ufcstats.com/statistics/fighters?char=j&page=all","Louis","Jauregui","","5' 7""","170 lbs.","--","","4","2","0",""
"1627322218-12513","http://ufcstats.com/statistics/fighters?char=j&page=all","Lavar","Johnson","Big","6' 4""","240 lbs.","82.0""","Orthodox","18","10","0",""
