web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322015-12160","http://ufcstats.com/statistics/fighters?char=g&page=all","Ralek","Gracie","","6' 2""","210 lbs.","--","Orthodox","3","1","0",""
"1627322015-12105","http://ufcstats.com/statistics/fighters?char=g&page=all","Allan","Goes","","6' 0""","205 lbs.","--","Orthodox","10","5","2",""
"1627322015-12102","http://ufcstats.com/statistics/fighters?char=g&page=all","Clint","Godfrey","","5' 6""","135 lbs.","--","Southpaw","13","3","0",""
"1627322015-12199","http://ufcstats.com/statistics/fighters?char=g&page=all","Mike","Grundy","","5' 7""","145 lbs.","72.0""","Orthodox","12","3","0",""
"1627322015-12189","http://ufcstats.com/statistics/fighters?char=g&page=all","Chad","Griggs","The Grave Digger","6' 1""","205 lbs.","73.0""","Orthodox","11","3","0",""
"1627322015-12159","http://ufcstats.com/statistics/fighters?char=g&page=all","Ryan","Gracie","","5' 9""","200 lbs.","--","Orthodox","5","2","0",""
"1627322015-12030","http://ufcstats.com/statistics/fighters?char=g&page=all","Tom","Gallicchio","Da Tank","5' 10""","170 lbs.","--","Southpaw","19","10","0",""
"1627322015-12209","http://ufcstats.com/statistics/fighters?char=g&page=all","Leonardo","Guimaraes","Leleco","6' 0""","185 lbs.","--","Orthodox","11","5","0",""
"1627322015-12139","http://ufcstats.com/statistics/fighters?char=g&page=all","Tebaris","Gordon","Boom","6' 1""","265 lbs.","--","Orthodox","3","1","0",""
"1627322015-12020","http://ufcstats.com/statistics/fighters?char=g&page=all","Justin","Gaethje","The Highlight","5' 11""","155 lbs.","70.0""","Orthodox","22","3","0",""
