web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322406-12870","http://ufcstats.com/statistics/fighters?char=l&page=all","Cleber","Luciano","","5' 6""","155 lbs.","--","","14","6","0",""
"1627322406-12743","http://ufcstats.com/statistics/fighters?char=l&page=all","Bobby","Lashley","","6' 3""","255 lbs.","78.0""","Orthodox","15","2","0",""
"1627322406-12873","http://ufcstats.com/statistics/fighters?char=l&page=all","Lun","Qiu","","--","125 lbs.","--","","12","7","0",""
"1627322406-12745","http://ufcstats.com/statistics/fighters?char=l&page=all","Sione","Latu","","6' 0""","215 lbs.","--","","1","0","0",""
"1627322406-12730","http://ufcstats.com/statistics/fighters?char=l&page=all","Aaron","Lanfranco","","--","155 lbs.","--","","5","1","0",""
"1627322406-12785","http://ufcstats.com/statistics/fighters?char=l&page=all","Amanda","Lemos","","5' 4""","115 lbs.","65.0""","Southpaw","10","1","1",""
"1627322406-12797","http://ufcstats.com/statistics/fighters?char=l&page=all","Lukasz","Les","","--","170 lbs.","--","","8","3","0",""
"1627322406-12735","http://ufcstats.com/statistics/fighters?char=l&page=all","Chad","Laprise","The Disciple","5' 10""","170 lbs.","71.0""","Orthodox","13","4","0",""
"1627322406-12847","http://ufcstats.com/statistics/fighters?char=l&page=all","Thomas","Longacre","","5' 9""","145 lbs.","--","Orthodox","6","1","0",""
"1627322406-12772","http://ufcstats.com/statistics/fighters?char=l&page=all","Tommy","Lee","","5' 7""","145 lbs.","--","Orthodox","25","6","0",""
"1627322406-12787","http://ufcstats.com/statistics/fighters?char=l&page=all","Christophe","Leninger","","6' 0""","200 lbs.","--","Southpaw","3","4","0",""
"1627322406-12851","http://ufcstats.com/statistics/fighters?char=l&page=all","Dileno","Lopes","","5' 5""","135 lbs.","--","","19","3","0",""
"1627322406-12799","http://ufcstats.com/statistics/fighters?char=l&page=all","Frank","Lester","","5' 11""","170 lbs.","--","Orthodox","11","6","0",""
"1627322406-12867","http://ufcstats.com/statistics/fighters?char=l&page=all","Joe","Lowry","","5' 11""","155 lbs.","73.0""","Orthodox","9","2","0",""
"1627322406-12857","http://ufcstats.com/statistics/fighters?char=l&page=all","Matthew","Lopez","","5' 7""","135 lbs.","69.0""","Southpaw","10","4","0",""
"1627322406-12844","http://ufcstats.com/statistics/fighters?char=l&page=all","Hector","Lombard","","5' 9""","185 lbs.","71.0""","Southpaw","34","10","1",""
"1627322406-12795","http://ufcstats.com/statistics/fighters?char=l&page=all","Kimo","Leopoldo","","6' 3""","235 lbs.","--","Orthodox","10","7","1",""
"1627322406-12779","http://ufcstats.com/statistics/fighters?char=l&page=all","Ricky","Legere Jr.","IE Bad Boy","5' 8""","170 lbs.","--","","14","4","0",""
"1627322406-12854","http://ufcstats.com/statistics/fighters?char=l&page=all","Federico","Lopez","Kiko","5' 4""","139 lbs.","--","Orthodox","10","6","0",""
"1627322406-12879","http://ufcstats.com/statistics/fighters?char=l&page=all","Tucker","Lutz","Top Gun","5' 8""","155 lbs.","72.0""","Orthodox","12","1","0",""
"1627322406-12784","http://ufcstats.com/statistics/fighters?char=l&page=all","Gabe","Lemley","","5' 8""","155 lbs.","--","Orthodox","13","9","0",""
"1627322406-12864","http://ufcstats.com/statistics/fighters?char=l&page=all","Jakob","Lovstad","The Striking Viking","6' 3""","205 lbs.","--","Orthodox","11","4","0",""
"1627322406-12762","http://ufcstats.com/statistics/fighters?char=l&page=all","Jerome","LeBanner","","6' 3""","265 lbs.","--","Southpaw","3","2","0",""
"1627322406-12882","http://ufcstats.com/statistics/fighters?char=l&page=all","Adam","Lynn","","5' 10""","155 lbs.","--","Orthodox","17","10","0",""
"1627322406-12726","http://ufcstats.com/statistics/fighters?char=l&page=all","Jason","Lambert","The Punisher","6' 3""","185 lbs.","75.0""","Orthodox","26","13","0",""
"1627322406-12764","http://ufcstats.com/statistics/fighters?char=l&page=all","Mickael","Lebout","Ragnar","5' 11""","155 lbs.","73.0""","Orthodox","16","7","1",""
"1627322406-12856","http://ufcstats.com/statistics/fighters?char=l&page=all","Christopher","Lopez","","5' 10""","170 lbs.","--","","9","1","0",""
"1627322406-12801","http://ufcstats.com/statistics/fighters?char=l&page=all","Leah","Letson","Nidas","5' 7""","145 lbs.","71.0""","","5","2","0",""
"1627322406-12852","http://ufcstats.com/statistics/fighters?char=l&page=all","Ivan","Lopez","","5' 6""","135 lbs.","--","Southpaw","14","3","1",""
"1627322406-12758","http://ufcstats.com/statistics/fighters?char=l&page=all","Mounir","Lazzez","The Sniper","6' 1""","170 lbs.","76.0""","Orthodox","10","2","0",""
"1627322406-12830","http://ufcstats.com/statistics/fighters?char=l&page=all","Austin","Lingo","Lights Out","5' 10""","145 lbs.","70.0""","Orthodox","8","1","0",""
"1627322406-12874","http://ufcstats.com/statistics/fighters?char=l&page=all","Dalcha","Lungiambula","Champion","5' 8""","185 lbs.","76.0""","Orthodox","11","2","0",""
"1627322406-12816","http://ufcstats.com/statistics/fighters?char=l&page=all","Zach","Light","","5' 8""","170 lbs.","--","Orthodox","9","11","0",""
"1627322406-12740","http://ufcstats.com/statistics/fighters?char=l&page=all","Jeremy","Larsen","","5' 10""","145 lbs.","70.0""","Orthodox","8","5","0",""
"1627322406-12738","http://ufcstats.com/statistics/fighters?char=l&page=all","Icho","Larenas","","6' 3""","235 lbs.","--","Orthodox","6","5","0",""
"1627322406-12760","http://ufcstats.com/statistics/fighters?char=l&page=all","Thanh","Le","","5' 9""","145 lbs.","74.0""","Orthodox","6","1","0",""
"1627322406-12848","http://ufcstats.com/statistics/fighters?char=l&page=all","Loma","Lookboonmee","","5' 1""","115 lbs.","61.0""","Orthodox","6","2","0",""
"1627322406-12861","http://ufcstats.com/statistics/fighters?char=l&page=all","Nate","Loughran","","6' 2""","185 lbs.","--","Orthodox","11","2","0",""
"1627322406-12815","http://ufcstats.com/statistics/fighters?char=l&page=all","Sam","Liera","","--","--","--","","12","10","0",""
"1627322406-12761","http://ufcstats.com/statistics/fighters?char=l&page=all","Jordan","Leavitt","The Monkey King","5' 9""","155 lbs.","71.0""","Southpaw","8","1","0",""
"1627322406-12842","http://ufcstats.com/statistics/fighters?char=l&page=all","Christian","Lohsen","Hollywood","6' 2""","155 lbs.","77.0""","Southpaw","4","2","0",""
"1627322406-12862","http://ufcstats.com/statistics/fighters?char=l&page=all","Rashard","Lovelace","","--","155 lbs.","--","","4","1","0",""
"1627322406-12838","http://ufcstats.com/statistics/fighters?char=l&page=all","John","Lober","The Machine","5' 11""","199 lbs.","--","Orthodox","5","9","4",""
"1627322406-12780","http://ufcstats.com/statistics/fighters?char=l&page=all","Sherron","Leggett","Rob Roy","5' 8""","155 lbs.","--","Southpaw","21","6","0",""
"1627322406-12778","http://ufcstats.com/statistics/fighters?char=l&page=all","Andrea","Lee","KGB","5' 6""","125 lbs.","69.0""","Orthodox","12","5","0",""
"1627322406-12837","http://ufcstats.com/statistics/fighters?char=l&page=all","Brian","Lo-A-Njoe","","5' 7""","155 lbs.","--","Orthodox","6","10","3",""
"1627322406-12805","http://ufcstats.com/statistics/fighters?char=l&page=all","Kyle","Levinton","","--","--","--","","0","3","0",""
"1627322406-12859","http://ufcstats.com/statistics/fighters?char=l&page=all","Gustavo","Lopez","","5' 5""","135 lbs.","67.0""","Orthodox","12","6","0",""
"1627322406-12872","http://ufcstats.com/statistics/fighters?char=l&page=all","Mike","Lullo","","5' 8""","145 lbs.","--","Orthodox","8","3","0",""
"1627322406-12751","http://ufcstats.com/statistics/fighters?char=l&page=all","Robbie","Lawler","Ruthless","5' 11""","170 lbs.","74.0""","Southpaw","28","15","0",""
"1627322406-12796","http://ufcstats.com/statistics/fighters?char=l&page=all","Michael","Lerma","","--","--","--","","0","1","0",""
"1627322406-12790","http://ufcstats.com/statistics/fighters?char=l&page=all","Nik","Lentz","The Carny","5' 8""","145 lbs.","68.0""","Orthodox","30","12","2",""
